,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label
1306,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0007584,response to nutrient
1307,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0032981,mitochondrial respiratory chain complex I assembly
1308,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0009082,branched-chain amino acid biosynthetic process
1309,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0035269,protein O-linked mannosylation
1310,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0043113,receptor clustering
1311,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0010847,regulation of chromatin assembly
1312,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0051315,attachment of mitotic spindle microtubules to kinetochore
1313,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0090277,positive regulation of peptide hormone secretion
1314,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0032878,regulation of establishment or maintenance of cell polarity
1315,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0017121,plasma membrane phospholipid scrambling
1316,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0007044,cell-substrate junction assembly
1317,2,1.9464135021097044,1.0,1.0275308909603296,3,0.6072432004655824,+,GO:0040001,establishment of mitotic spindle localization
1318,23,1.13815704784381,1.0,20.208107522219816,59,0.6114758766390129,+,GO:0015849,organic acid transport
1319,6,1.2512658227848101,1.0,4.795144157814871,14,0.6133620335962111,+,GO:0070201,regulation of establishment of protein localization
1320,6,1.2512658227848101,1.0,4.795144157814871,14,0.6133620335962111,+,GO:0043266,regulation of potassium ion transport
1321,6,1.2512658227848101,1.0,4.795144157814871,14,0.6133620335962111,+,GO:0009308,amine metabolic process
1324,14,1.2021965748324648,1.0,11.6453500975504,34,0.6184533167422616,+,GO:0046488,phosphatidylinositol metabolic process
1326,24,1.1301755818701513,1.0,21.23563841318014,62,0.6199092860656052,+,GO:0080134,regulation of response to stress
1335,14,1.1678481012658228,1.0,11.987860394537178,35,0.6234441064171231,+,GO:0010638,positive regulation of organelle organization
1342,7,1.2773338607594937,1.0,5.480164751788424,16,0.632248452407805,+,GO:0099518,vesicle cytoskeletal trafficking
1343,7,1.2773338607594937,1.0,5.480164751788424,16,0.632248452407805,+,GO:0010506,regulation of autophagy
1344,7,1.2773338607594937,1.0,5.480164751788424,16,0.632248452407805,+,GO:0030641,regulation of cellular pH
1345,7,1.2773338607594937,1.0,5.480164751788424,16,0.632248452407805,+,GO:0006885,regulation of pH
1346,7,1.2773338607594937,1.0,5.480164751788424,16,0.632248452407805,+,GO:0097120,receptor localization to synapse
1347,15,1.1836298323640098,1.0,12.672880988510729,37,0.6322887746228915,+,GO:0046474,glycerophospholipid biosynthetic process
1348,15,1.1836298323640098,1.0,12.672880988510729,37,0.6322887746228915,+,GO:0035249,"synaptic transmission, glutamatergic"
1351,27,1.126139240506329,1.0,23.975720789074355,70,0.6398928725470084,+,GO:0120031,plasma membrane bounded cell projection assembly
1355,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0048709,oligodendrocyte differentiation
1356,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0051131,chaperone-mediated protein complex assembly
1357,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0001672,regulation of chromatin assembly or disassembly
1358,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0008608,attachment of spindle microtubules to kinetochore
1359,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter
1360,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0044273,sulfur compound catabolic process
1361,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0006072,glycerol-3-phosphate metabolic process
1362,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0051310,metaphase plate congression
1363,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0031167,rRNA methylation
1364,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0010811,positive regulation of cell-substrate adhesion
1365,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0018279,protein N-linked glycosylation via asparagine
1366,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0021953,central nervous system neuron differentiation
1367,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0034381,plasma lipoprotein particle clearance
1368,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:2000779,regulation of double-strand break repair
1369,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0007080,mitotic metaphase plate congression
1370,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0070989,oxidative demethylation
1371,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0060538,skeletal muscle organ development
1372,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0007006,mitochondrial membrane organization
1373,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:1901222,regulation of NIK/NF-kappaB signaling
1374,2,1.4598101265822785,1.0,1.370041187947106,4,0.6489456549038305,+,GO:0045110,intermediate filament bundle assembly
1382,89,1.0562853761449007,1.0,84.25753305874701,246,0.6566569826997903,+,GO:0031324,negative regulation of cellular metabolic process
1383,8,1.2293137908061291,1.0,6.507695642748754,19,0.6588386909279977,+,GO:0071806,protein transmembrane transport
1384,8,1.2293137908061291,1.0,6.507695642748754,19,0.6588386909279977,+,GO:0006637,acyl-CoA metabolic process
1385,8,1.2293137908061291,1.0,6.507695642748754,19,0.6588386909279977,+,GO:0007052,mitotic spindle organization
1386,8,1.2293137908061291,1.0,6.507695642748754,19,0.6588386909279977,+,GO:0065002,intracellular protein transmembrane transport
1387,31,1.1037588761963568,1.0,28.085844352915675,82,0.6645735478834635,+,GO:0071805,potassium ion transmembrane transport
1388,31,1.0904605764831479,1.0,28.42835464990245,83,0.6668004479383298,+,GO:0006813,potassium ion transport
1389,8,1.1678481012658228,1.0,6.850205939735529,20,0.6687791324932099,+,GO:0061572,actin filament bundle organization
1390,8,1.1678481012658228,1.0,6.850205939735529,20,0.6687791324932099,+,GO:0042440,pigment metabolic process
1391,8,1.1678481012658228,1.0,6.850205939735529,20,0.6687791324932099,+,GO:0006487,protein N-linked glycosylation
1392,8,1.1678481012658228,1.0,6.850205939735529,20,0.6687791324932099,+,GO:0051017,actin filament bundle assembly
1393,18,1.1181524373821707,1.0,16.097983958378496,47,0.6701074392158316,+,GO:1903530,regulation of secretion by cell
1394,97,1.0489006094702298,1.0,92.47778018642965,270,0.6708763145630715,+,GO:1901135,carbohydrate derivative metabolic process
1403,33,1.094857594936709,1.0,30.14090613483633,88,0.675167098016414,+,GO:0061564,axon development
1404,102,1.052301292660017,1.0,96.93041404725776,283,0.6776089932473219,+,GO:0009892,negative regulation of metabolic process
1405,213,1.0313086466402166,1.0,206.53370908302625,603,0.6780591232625124,+,GO:0006793,phosphorus metabolic process
1406,9,1.1943901035673188,1.0,7.535226533709083,22,0.6803976696807155,+,GO:0072666,establishment of protein localization to vacuole
1472,22,1.1074421649934527,1.0,19.865597225233035,58,0.6997122228871836,+,GO:0016570,histone modification
1473,60,1.0552844288546592,1.0,56.8567092998049,166,0.7008298119168083,+,GO:1901137,carbohydrate derivative biosynthetic process
1474,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
1475,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0017004,cytochrome complex assembly
1476,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0007274,neuromuscular synaptic transmission
1477,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0006188,IMP biosynthetic process
1478,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0010212,response to ionizing radiation
1479,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0018342,protein prenylation
1480,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0000712,resolution of meiotic recombination intermediates
1481,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0046033,AMP metabolic process
1482,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0035195,gene silencing by miRNA
1483,3,1.4598101265822785,1.0,2.055061781920659,6,0.7017863720912481,+,GO:0040029,"regulation of gene expression, epigenetic"
1486,212,1.0281719163968208,1.0,206.19119878603945,602,0.7083733147422482,+,GO:0006796,phosphate-containing compound metabolic process
1491,43,1.0639294142887792,1.0,40.41621504443963,118,0.7163835781922863,+,GO:0000122,negative regulation of transcription by RNA polymerase II
1493,69,1.0547319239180861,1.0,65.4194667244743,191,0.719259676062675,+,GO:0006259,DNA metabolic process
1495,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0002791,regulation of peptide secretion
1496,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0035335,peptidyl-tyrosine dephosphorylation
1497,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0007548,sex differentiation
1498,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0015740,C4-dicarboxylate transport
1499,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0006739,NADP metabolic process
1500,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0051307,meiotic chromosome separation
1501,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0010821,regulation of mitochondrion organization
1502,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0000737,"DNA catabolic process, endonucleolytic"
1503,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0000727,double-strand break repair via break-induced replication
1504,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0090276,regulation of peptide hormone secretion
1505,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0044804,autophagy of nucleus
1506,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0034724,DNA replication-independent chromatin organization
1507,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0015909,long-chain fatty acid transport
1508,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0098969,neurotransmitter receptor transport to postsynaptic membrane
1509,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0086002,cardiac muscle cell action potential involved in contraction
1510,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0007064,mitotic sister chromatid cohesion
1511,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0010737,protein kinase A signaling
1512,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0016973,poly(A)+ mRNA export from nucleus
1513,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0006506,GPI anchor biosynthetic process
1514,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0006505,GPI anchor metabolic process
1515,3,1.2512658227848101,1.0,2.3975720789074355,7,0.7223447285503571,+,GO:0070252,actin-mediated cell contraction
1516,26,1.100146762062007,1.0,23.633210492087578,69,0.7229610415159337,+,GO:0046486,glycerolipid metabolic process
1517,12,1.1301755818701513,1.0,10.61781920659007,31,0.7267029500769697,+,GO:0043543,protein acylation
1518,73,1.0499127018769097,1.0,69.52959028831563,203,0.7270741002667255,+,GO:0048468,cell development
1519,47,1.0637376116180943,1.0,44.18382831129417,129,0.7276845054241673,+,GO:0031175,neuron projection development
1522,111,1.0353924859465362,1.0,107.20572295686104,313,0.7341196589964474,+,GO:0006508,proteolysis
1550,31,1.0774789029535865,1.0,28.770864946889226,84,0.7471786762272884,+,GO:0043408,regulation of MAPK cascade
1552,31,1.0648026805658974,1.0,29.113375243876,85,0.7488850339616259,+,GO:0007409,axonogenesis
1553,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0070534,protein K63-linked ubiquitination
1554,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0035329,hippo signaling
1555,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0033108,mitochondrial respiratory chain complex assembly
1556,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:1902259,regulation of delayed rectifier potassium channel activity
1557,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0008643,carbohydrate transport
1558,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0008637,apoptotic mitochondrial changes
1559,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
1560,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0010508,positive regulation of autophagy
1561,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0043331,response to dsRNA
1562,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0006278,RNA-dependent DNA biosynthetic process
1563,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:1901264,carbohydrate derivative transport
1564,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0050773,regulation of dendrite development
1565,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0038061,NIK/NF-kappaB signaling
1566,4,1.2976090014064698,1.0,3.0825926728809883,9,0.7501598456510715,+,GO:0016925,protein sumoylation
1572,59,1.0439854238588415,1.0,56.514199002818124,165,0.757521625290752,+,GO:0019725,cellular homeostasis
1581,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0071902,positive regulation of protein serine/threonine kinase activity
1582,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0030101,natural killer cell activation
1583,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0090307,mitotic spindle assembly
1584,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0051983,regulation of chromosome segregation
1585,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
1586,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0034968,histone lysine methylation
1587,4,1.1678481012658228,1.0,3.4251029698677646,10,0.7631545515142061,+,GO:0015833,peptide transport
1589,17,1.1029676511954993,1.0,15.412963364404943,45,0.7702045027655517,+,GO:0045017,glycerolipid biosynthetic process
1590,17,1.1029676511954993,1.0,15.412963364404943,45,0.7702045027655517,+,GO:0006814,sodium ion transport
1591,37,1.0487956249231905,1.0,35.278560589637976,103,0.7708798410051896,+,GO:0007018,microtubule-based movement
1592,38,1.0566244725738396,1.0,35.96358118361153,105,0.7724765412033543,+,GO:0032990,cell part morphogenesis
1593,38,1.0566244725738396,1.0,35.96358118361153,105,0.7724765412033543,+,GO:0048858,cell projection morphogenesis
1594,38,1.0566244725738396,1.0,35.96358118361153,105,0.7724765412033543,+,GO:0048812,neuron projection morphogenesis
1595,38,1.0566244725738396,1.0,35.96358118361153,105,0.7724765412033543,+,GO:0120039,plasma membrane bounded cell projection morphogenesis
1596,68,1.04491672218521,1.0,65.07695642748753,190,0.7728486924166624,+,GO:0018193,peptidyl-amino acid modification
1615,70,1.0374285163528882,1.0,67.47452850639498,197,0.7768398037983076,+,GO:0030030,cell projection organization
1616,18,1.0948575949367088,1.0,16.440494255365273,48,0.7770866869281672,+,GO:0051046,regulation of secretion
1617,5,1.2165084388185654,1.0,4.110123563841318,12,0.7807476140661993,+,GO:0006400,tRNA modification
1618,5,1.2165084388185654,1.0,4.110123563841318,12,0.7807476140661993,+,GO:0006760,folic acid-containing compound metabolic process
1619,5,1.2165084388185654,1.0,4.110123563841318,12,0.7807476140661993,+,GO:0006354,"DNA-templated transcription, elongation"
1620,5,1.2165084388185654,1.0,4.110123563841318,12,0.7807476140661993,+,GO:0006623,protein targeting to vacuole
1621,5,1.2165084388185654,1.0,4.110123563841318,12,0.7807476140661993,+,GO:0044106,cellular amine metabolic process
1622,5,1.2165084388185654,1.0,4.110123563841318,12,0.7807476140661993,+,GO:0070988,demethylation
1625,19,1.0877016629436584,1.0,17.4680251463256,51,0.7833882346959434,+,GO:0016042,lipid catabolic process
1627,5,1.1229308666017526,1.0,4.452633860828095,13,0.7900309519820974,+,GO:0008360,regulation of cell shape
1628,5,1.1229308666017526,1.0,4.452633860828095,13,0.7900309519820974,+,GO:2001020,regulation of response to DNA damage stimulus
1629,5,1.1229308666017526,1.0,4.452633860828095,13,0.7900309519820974,+,GO:0043405,regulation of MAP kinase activity
1630,5,1.1229308666017526,1.0,4.452633860828095,13,0.7900309519820974,+,GO:0002285,lymphocyte activation involved in immune response
1631,5,1.1229308666017526,1.0,4.452633860828095,13,0.7900309519820974,+,GO:0051223,regulation of protein transport
1632,5,1.1229308666017526,1.0,4.452633860828095,13,0.7900309519820974,+,GO:0009895,negative regulation of catabolic process
1648,49,1.0442437401829436,1.0,46.92391068718838,137,0.7994410566736259,+,GO:0051253,negative regulation of RNA metabolic process
1649,22,1.052977796223283,1.0,20.893128116193367,61,0.8016714834565462,+,GO:0043410,positive regulation of MAPK cascade
1650,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0070585,protein localization to mitochondrion
1651,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0030100,regulation of endocytosis
1652,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0072655,establishment of protein localization to mitochondrion
1653,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0060249,anatomical structure homeostasis
1654,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0010720,positive regulation of cell development
1655,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0007009,plasma membrane organization
1656,6,1.1678481012658228,1.0,5.137654454801647,15,0.8023114340152637,+,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process
1657,23,1.0658931082981715,1.0,21.57814871016692,63,0.8041473514230497,+,GO:0099177,regulation of trans-synaptic signaling
1658,23,1.0658931082981715,1.0,21.57814871016692,63,0.8041473514230497,+,GO:0050804,modulation of chemical synaptic transmission
1659,23,1.0658931082981715,1.0,21.57814871016692,63,0.8041473514230497,+,GO:0016311,dephosphorylation
1660,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:0006479,protein methylation
1661,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:0051304,chromosome separation
1662,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:0007131,reciprocal meiotic recombination
1663,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:0008213,protein alkylation
1664,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:0035825,homologous recombination
1665,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:0140527,reciprocal homologous recombination
1666,6,1.094857594936709,1.0,5.480164751788424,16,0.8094447932565207,+,GO:2000058,regulation of ubiquitin-dependent protein catabolic process
1667,24,1.0458341205365576,1.0,22.948189898114027,67,0.8104665230488299,+,GO:0006869,lipid transport
1673,7,1.1354078762306612,1.0,6.1651853457619765,18,0.8185620659281493,+,GO:0042158,lipoprotein biosynthetic process
1674,7,1.1354078762306612,1.0,6.1651853457619765,18,0.8185620659281493,+,GO:0008033,tRNA processing
1675,7,1.1354078762306612,1.0,6.1651853457619765,18,0.8185620659281493,+,GO:0006497,protein lipidation
1676,7,1.1354078762306612,1.0,6.1651853457619765,18,0.8185620659281493,+,GO:0007215,glutamate receptor signaling pathway
1677,7,1.1354078762306612,1.0,6.1651853457619765,18,0.8185620659281493,+,GO:0032456,endocytic recycling
1678,27,1.0652668491276087,1.0,25.345761977021457,74,0.8186834463111837,+,GO:0010876,lipid localization
1680,7,1.075649566955363,1.0,6.507695642748754,19,0.8243144747931057,+,GO:0016573,histone acetylation
1681,7,1.075649566955363,1.0,6.507695642748754,19,0.8243144747931057,+,GO:0006475,internal protein amino acid acetylation
1682,7,1.075649566955363,1.0,6.507695642748754,19,0.8243144747931057,+,GO:0018394,peptidyl-lysine acetylation
1683,7,1.075649566955363,1.0,6.507695642748754,19,0.8243144747931057,+,GO:0018393,internal peptidyl-lysine acetylation
1684,7,1.075649566955363,1.0,6.507695642748754,19,0.8243144747931057,+,GO:0030048,actin filament-based movement
1685,7,1.075649566955363,1.0,6.507695642748754,19,0.8243144747931057,+,GO:1901292,nucleoside phosphate catabolic process
1694,69,1.0278254972875225,1.0,67.1320182094082,196,0.8310309450500122,+,GO:0120036,plasma membrane bounded cell projection organization
1695,8,1.1122362869198312,1.0,7.1927162367223065,21,0.8313749010252462,+,GO:0007163,establishment or maintenance of cell polarity
1696,8,1.0616800920598388,1.0,7.535226533709083,22,0.8361753685434712,+,GO:0007219,Notch signaling pathway
1708,34,1.04491672218521,1.0,32.538478213743765,95,0.8391829523896588,+,GO:0006820,anion transport
1709,34,1.0340321729957804,1.0,32.880988510730546,96,0.8402822861031148,+,GO:0044283,small molecule biosynthetic process
1710,9,1.0948575949367088,1.0,8.220247127682637,24,0.8418129417973464,+,GO:0006473,protein acetylation
1711,9,1.0948575949367088,1.0,8.220247127682637,24,0.8418129417973464,+,GO:0072665,protein localization to vacuole
1712,9,1.0948575949367088,1.0,8.220247127682637,24,0.8418129417973464,+,GO:0006006,glucose metabolic process
1713,9,1.0948575949367088,1.0,8.220247127682637,24,0.8418129417973464,+,GO:0048598,embryonic morphogenesis
1714,9,1.0948575949367088,1.0,8.220247127682637,24,0.8418129417973464,+,GO:0042594,response to starvation
1717,37,1.028818565400844,1.0,35.96358118361153,105,0.8471351331456889,+,GO:0000904,cell morphogenesis involved in differentiation
1721,10,1.0813408345053916,1.0,9.247778018642965,27,0.8505295421059995,+,GO:0031347,regulation of defense response
1722,10,1.0427215189873418,1.0,9.590288315629742,28,0.8541177079198693,+,GO:0045104,intermediate filament cytoskeleton organization
1723,10,1.0427215189873418,1.0,9.590288315629742,28,0.8541177079198693,+,GO:0045103,intermediate filament-based process
1724,10,1.0427215189873418,1.0,9.590288315629742,28,0.8541177079198693,+,GO:0007051,spindle organization
1727,42,1.0391868697704354,1.0,40.41621504443963,118,0.8551614949057917,+,GO:0032989,cellular component morphogenesis
1730,11,1.0705274261603375,1.0,10.275308909603295,30,0.8579512895354865,+,GO:0009991,response to extracellular stimulus
1731,11,1.0705274261603375,1.0,10.275308909603295,30,0.8579512895354865,+,GO:0061061,muscle structure development
1732,11,1.0705274261603375,1.0,10.275308909603295,30,0.8579512895354865,+,GO:0031667,response to nutrient levels
1734,47,1.024045909692046,1.0,45.896379796228054,134,0.8639936076517905,+,GO:1903507,negative regulation of nucleic acid-templated transcription
1735,47,1.024045909692046,1.0,45.896379796228054,134,0.8639936076517905,+,GO:0045892,"negative regulation of transcription, DNA-templated"
1736,47,1.024045909692046,1.0,45.896379796228054,134,0.8639936076517905,+,GO:1902679,negative regulation of RNA biosynthetic process
1741,51,1.0269009166302925,1.0,49.663993063082586,145,0.8689295258584138,+,GO:0098542,defense response to other organism
1742,13,1.0543073136427568,1.0,12.330370691523953,36,0.869993315349763,+,GO:0034612,response to tumor necrosis factor
1743,121,1.0180808375588224,1.0,118.85107305441146,347,0.8712076799643445,+,GO:0055085,transmembrane transport
1749,18,1.0304542069992555,1.0,17.4680251463256,51,0.8903831180743658,+,GO:0051091,positive regulation of DNA-binding transcription factor activity
1750,18,1.0304542069992555,1.0,17.4680251463256,51,0.8903831180743658,+,GO:0044262,cellular carbohydrate metabolic process
1751,18,1.0304542069992555,1.0,17.4680251463256,51,0.8903831180743658,+,GO:0018205,peptidyl-lysine modification
1753,19,1.0466563171721996,1.0,18.153045740299156,53,0.8921972927374919,+,GO:0051090,regulation of DNA-binding transcription factor activity
1754,19,1.0272737927801219,1.0,18.49555603728593,54,0.8934251488306547,+,GO:0006903,vesicle targeting
1755,19,1.0272737927801219,1.0,18.49555603728593,54,0.8934251488306547,+,GO:0048199,"vesicle targeting, to, from or within Golgi"
1758,97,1.0150651059389322,1.0,95.56037285931063,279,0.9043968767090379,+,GO:0034220,ion transmembrane transport
1761,33,1.0249730676003233,1.0,32.19596791675699,94,0.9185480748525777,+,GO:0034330,cell junction organization
1762,34,1.0233720475009787,1.0,33.22349880771732,97,0.919794496435007,+,GO:0048667,cell morphogenesis involved in neuron differentiation
1763,34,1.0129294755877034,1.0,33.5660091047041,98,0.9203464342180285,+,GO:0051668,localization within membrane
1768,675,1.0008855616485912,1.0,674.4027747669629,1969,0.9799388322604347,+,GO:0044260,cellular macromolecule metabolic process
1773,20,1.0067656045395026,1.0,19.865597225233035,58,0.9999999999659134,+,GO:0006302,double-strand break repair
1777,18,1.0106377799415773,1.0,17.81053544331238,52,0.9999999999759829,+,GO:0001578,microtubule bundle formation
1849,17,1.0129294755877034,1.0,16.78300455235205,49,0.999999999994259,+,GO:0071417,cellular response to organonitrogen compound
1908,12,1.001012658227848,1.0,11.987860394537178,35,0.9999999999973405,+,GO:0015698,inorganic anion transport
1909,12,1.001012658227848,1.0,11.987860394537178,35,0.9999999999973405,+,GO:0071356,cellular response to tumor necrosis factor
1941,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:1901800,positive regulation of proteasomal protein catabolic process
1942,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:0009408,response to heat
1943,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:0016180,snRNA processing
1944,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:0008286,insulin receptor signaling pathway
1945,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:0034472,snRNA 3'-end processing
1946,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:0002286,T cell activation involved in immune response
1947,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:0006576,cellular biogenic amine metabolic process
1948,4,1.0616800920598388,1.0,3.7676132668545415,11,1.0000000000032143,+,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process
1950,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0002790,peptide secretion
1951,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0045776,negative regulation of blood pressure
1952,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling
1953,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0050918,positive chemotaxis
1954,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0099565,"chemical synaptic transmission, postsynaptic"
